ID,教科書,教科書コード,学年,ファイル単元,大単元,大単元タイトル,単元名,教科書ページ,ページ開始,ページ終了,PDF順,PDFページ,表内順,英語,日本語,重要語,重要語フラグ,注記,英日_問題,英日_答え,日英_問題,日英_答え,元PDF,読みの目安,読み確認メモ,v6正本英語,検索用基本形,変化形・別表記,v6正本日本語,語句構造,複数語フラグ,v7確認状態
97,ニューホライズン,NH,1,Pr,プレステップ,,プレステップ9 can,,,,1,2,97,guitar,ギター,☆,1,,guitar,ギター,ギター,guitar,01.26NH1_KeyWords_Pr_英日_問題.pdf,ギター,,guitar,guitar,,ギター,単語,0,原本保持
98,ニューホライズン,NH,1,Pr,プレステップ,,プレステップ9 can,,,,1,2,98,do,(宿題などを)する,☆,1,,do,(宿題などを)する,(宿題などを)する,do,01.26NH1_KeyWords_Pr_英日_問題.pdf,ドゥ,,do,do,,(宿題などを)する,単語,0,原本保持
99,ニューホライズン,NH,1,Pr,プレステップ,,プレステップ9 can,,,,1,2,99,well,じょうずに,☆,1,,well,じょうずに,じょうずに,well,01.26NH1_KeyWords_Pr_英日_問題.pdf,ウェル,,well,well,,じょうずに,単語,0,原本保持
100,ニューホライズン,NH,1,Pr,プレステップ,,プレステップ9 can,,,,1,2,100,video game,テレビゲーム,☆,1,,video game,テレビゲーム,テレビゲーム,video game,01.26NH1_KeyWords_Pr_英日_問題.pdf,ビデオ ゲーム,,video game,video game,,テレビゲーム,複数語,1,原本保持
101,ニューホライズン,NH,1,Pr,プレステップ,,プレステップ9 can,,,,1,2,101,today,今日(は),☆,1,,today,今日(は),今日(は),today,01.26NH1_KeyWords_Pr_英日_問題.pdf,トゥデイ,,today,today,,今日(は),単語,0,原本保持
102,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,1,want,~がほしい,☆,1,,want,~がほしい,~がほしい,want,02.26NH1_KeyWords_U0_英日_問題.pdf,ウォント,,want,want,,~がほしい,単語,0,原本保持
103,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,2,hot,"熱い, 暑い",☆,1,,hot,"熱い, 暑い","熱い, 暑い",hot,02.26NH1_KeyWords_U0_英日_問題.pdf,ホット,,hot,hot,,"熱い, 暑い",単語,0,原本保持
104,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,3,name,名前,☆,1,,name,名前,名前,name,02.26NH1_KeyWords_U0_英日_問題.pdf,ネーム,,name,name,,名前,単語,0,原本保持
105,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,4,jump,とぶ,,0,,jump,とぶ,とぶ,jump,02.26NH1_KeyWords_U0_英日_問題.pdf,ジャンプ,,jump,jump,,とぶ,単語,0,原本保持
106,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,5,morning,"朝, 午前",☆,1,,morning,"朝, 午前","朝, 午前",morning,02.26NH1_KeyWords_U0_英日_問題.pdf,モーニング,,morning,morning,,"朝, 午前",単語,0,原本保持
107,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,6,cut,切る,,0,,cut,切る,切る,cut,02.26NH1_KeyWords_U0_英日_問題.pdf,カット,,cut,cut,,切る,単語,0,原本保持
108,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,7,nice,"すてきな, よい",☆,1,,nice,"すてきな, よい","すてきな, よい",nice,02.26NH1_KeyWords_U0_英日_問題.pdf,ナイス,,nice,nice,,"すてきな, よい",単語,0,原本保持
109,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,8,uniform,"制服, ユニフォーム",,0,,uniform,"制服, ユニフォーム","制服, ユニフォーム",uniform,02.26NH1_KeyWords_U0_英日_問題.pdf,ユニフォーム,,uniform,uniform,,"制服, ユニフォーム",単語,0,原本保持
110,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,9,good,よい,☆,1,,good,よい,よい,good,02.26NH1_KeyWords_U0_英日_問題.pdf,グッド,,good,good,,よい,単語,0,原本保持
111,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,10,umbrella,傘,,0,,umbrella,傘,傘,umbrella,02.26NH1_KeyWords_U0_英日_問題.pdf,アムブレラ,,umbrella,umbrella,,傘,単語,0,原本保持
112,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,11,Nice to meet you.,はじめまして。,☆,1,,Nice to meet you.,はじめまして。,はじめまして。,Nice to meet you.,02.26NH1_KeyWords_U0_英日_問題.pdf,ナイス トゥ ミート ユー,,Nice to meet you.,Nice to meet you.,,はじめまして。,複数語,1,原本保持
113,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,12,sun,太陽,,0,,sun,太陽,太陽,sun,02.26NH1_KeyWords_U0_英日_問題.pdf,サン,,sun,sun,,太陽,単語,0,原本保持
114,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,13,Good morning.,おはようございます。,☆,1,,Good morning.,おはようございます。,おはようございます。,Good morning.,02.26NH1_KeyWords_U0_英日_問題.pdf,グッド モーニング,,Good morning.,Good morning.,,おはようございます。,複数語,1,原本保持
115,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,14,rabbit,ウサギ,,0,,rabbit,ウサギ,ウサギ,rabbit,02.26NH1_KeyWords_U0_英日_問題.pdf,ラビット,,rabbit,rabbit,,ウサギ,単語,0,原本保持
116,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,15,tree,"木, 樹木",☆,1,,tree,"木, 樹木","木, 樹木",tree,02.26NH1_KeyWords_U0_英日_問題.pdf,ツリー,,tree,tree,,"木, 樹木",単語,0,原本保持
117,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,16,ocean,"大洋, 海",,0,,ocean,"大洋, 海","大洋, 海",ocean,02.26NH1_KeyWords_U0_英日_問題.pdf,オーシャン,,ocean,ocean,,"大洋, 海",単語,0,原本保持
118,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,17,ten,10,☆,1,,ten,10,10,ten,02.26NH1_KeyWords_U0_英日_問題.pdf,テン,,ten,ten,,10,単語,0,原本保持
119,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,18,monkey,サル,,0,,monkey,サル,サル,monkey,02.26NH1_KeyWords_U0_英日_問題.pdf,モンキー,,monkey,monkey,,サル,単語,0,原本保持
120,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,19,milk,牛乳,☆,1,,milk,牛乳,牛乳,milk,02.26NH1_KeyWords_U0_英日_問題.pdf,ミルク,,milk,milk,,牛乳,単語,0,原本保持
121,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,20,horse,ウマ,,0,,horse,ウマ,ウマ,horse,02.26NH1_KeyWords_U0_英日_問題.pdf,ホース,,horse,horse,,ウマ,単語,0,原本保持
122,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,21,map,地図,☆,1,,map,地図,地図,map,02.26NH1_KeyWords_U0_英日_問題.pdf,マップ,,map,map,,地図,単語,0,原本保持
123,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,22,hat,(ふちのある)帽子,,0,,hat,(ふちのある)帽子,(ふちのある)帽子,hat,02.26NH1_KeyWords_U0_英日_問題.pdf,ハット,,hat,hat,,(ふちのある)帽子,単語,0,原本保持
124,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,23,flower,花,☆,1,,flower,花,花,flower,02.26NH1_KeyWords_U0_英日_問題.pdf,フラワー,,flower,flower,,花,単語,0,原本保持
125,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,24,gym,体育館,,0,,gym,体育館,体育館,gym,02.26NH1_KeyWords_U0_英日_問題.pdf,ジム,,gym,gym,,体育館,単語,0,原本保持
126,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,25,evening,"夕方, 晩",☆,1,,evening,"夕方, 晩","夕方, 晩",evening,02.26NH1_KeyWords_U0_英日_問題.pdf,イブニング,,evening,evening,,"夕方, 晩",単語,0,原本保持
127,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,26,gorilla,ゴリラ,,0,,gorilla,ゴリラ,ゴリラ,gorilla,02.26NH1_KeyWords_U0_英日_問題.pdf,ゴリラ,,gorilla,gorilla,,ゴリラ,単語,0,原本保持
128,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,27,egg,卵,☆,1,,egg,卵,卵,egg,02.26NH1_KeyWords_U0_英日_問題.pdf,エッグ,,egg,egg,,卵,単語,0,原本保持
129,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,28,fox,キツネ,,0,,fox,キツネ,キツネ,fox,02.26NH1_KeyWords_U0_英日_問題.pdf,フォックス,,fox,fox,,キツネ,単語,0,原本保持
130,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,29,dog,イヌ,☆,1,,dog,イヌ,イヌ,dog,02.26NH1_KeyWords_U0_英日_問題.pdf,ドッグ,,dog,dog,,イヌ,単語,0,原本保持
131,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,30,fan,"扇, 扇風機",,0,,fan,"扇, 扇風機","扇, 扇風機",fan,02.26NH1_KeyWords_U0_英日_問題.pdf,ファン,,fan,fan,,"扇, 扇風機",単語,0,原本保持
132,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,31,desk,机,☆,1,,desk,机,机,desk,02.26NH1_KeyWords_U0_英日_問題.pdf,デスク,,desk,desk,,机,単語,0,原本保持
133,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,32,cup,カップ,,0,,cup,カップ,カップ,cup,02.26NH1_KeyWords_U0_英日_問題.pdf,カップ,,cup,cup,,カップ,単語,0,原本保持
134,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,33,city,市,☆,1,,city,市,市,city,02.26NH1_KeyWords_U0_英日_問題.pdf,シティ,,city,city,,市,単語,0,原本保持
135,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,34,cap,"(ふちがない, ひさしのついた)帽子",,0,,cap,"(ふちがない, ひさしのついた)帽子","(ふちがない, ひさしのついた)帽子",cap,02.26NH1_KeyWords_U0_英日_問題.pdf,カップ,,cap,cap,,"(ふちがない, ひさしのついた)帽子",単語,0,原本保持
136,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,35,box,箱,☆,1,,box,箱,箱,box,02.26NH1_KeyWords_U0_英日_問題.pdf,バクス,,box,box,,箱,単語,0,原本保持
137,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,36,red,"赤, 赤い",,0,,red,"赤, 赤い","赤, 赤い",red,02.26NH1_KeyWords_U0_英日_問題.pdf,レッド,,red,red,,"赤, 赤い",単語,0,原本保持
138,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,37,bed,ベッド,☆,1,,bed,ベッド,ベッド,bed,02.26NH1_KeyWords_U0_英日_問題.pdf,ベッド,,bed,bed,,ベッド,単語,0,原本保持
139,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,38,P.E.,体育,,0,,P.E.,体育,体育,P.E.,02.26NH1_KeyWords_U0_英日_問題.pdf,ピー イー,,P.E.,P.E.,,体育,単語,0,原本保持
140,ニューホライズン,NH,1,U0,Nice,To Meet You Unit0,Unit0 Nice To Meet You / 英語の音と文字,P6～P9,6,9,2,1,39,apple,リンゴ,☆,1,,apple,リンゴ,リンゴ,apple,02.26NH1_KeyWords_U0_英日_問題.pdf,アップル,,apple,apple,,リンゴ,単語,0,原本保持
141,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,1,I'm,I amの短縮形,☆,1,,I'm,I amの短縮形,I amの短縮形,I'm,03.26NH1_KeyWords_U1_英日_問題.pdf,アイム,,I'm,I'm,,I amの短縮形,短縮形,0,原本保持
142,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,2,me,私を[に],☆,1,,me,私を[に],私を[に],me,03.26NH1_KeyWords_U1_英日_問題.pdf,ミー,,me,me,,私を[に],単語,0,原本保持
143,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,3,you're,you areの短縮形,☆,1,,you're,you areの短縮形,you areの短縮形,you're,03.26NH1_KeyWords_U1_英日_問題.pdf,ユア,,you're,you're,,you areの短縮形,短縮形,0,原本保持
144,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,4,A and B,AとB,☆,1,,A and B,AとB,AとB,A and B,03.26NH1_KeyWords_U1_英日_問題.pdf,エイ アンド ビー,,A and B,A and B,,AとB,複数語,1,原本保持
145,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,5,love,~が大好きである,☆,1,,love,~が大好きである,~が大好きである,love,03.26NH1_KeyWords_U1_英日_問題.pdf,ラブ,,love,love,,~が大好きである,単語,0,原本保持
146,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,6,Call me ~.,私を~と呼んでください。,☆,1,,Call me ~.,私を~と呼んでください。,私を~と呼んでください。,Call me ~.,03.26NH1_KeyWords_U1_英日_問題.pdf,コール ミー ～,,Call me ~.,Call me ~.,,私を~と呼んでください。,表現,1,原本保持
147,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,7,call,"呼ぶ, 名づける",☆,1,,call,"呼ぶ, 名づける","呼ぶ, 名づける",call,03.26NH1_KeyWords_U1_英日_問題.pdf,コール,,call,call,,"呼ぶ, 名づける",単語,0,原本保持
148,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,8,join,"~に加わる, 参加する",,0,,join,"~に加わる, 参加する","~に加わる, 参加する",join,03.26NH1_KeyWords_U1_英日_問題.pdf,ジョイン,,join,join,,"~に加わる, 参加する",単語,0,原本保持
149,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,9,club,"クラブ, 部",☆,1,,club,"クラブ, 部","クラブ, 部",club,03.26NH1_KeyWords_U1_英日_問題.pdf,クラブ,,club,club,,"クラブ, 部",単語,0,原本保持
150,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,10,sweet,甘い菓子,,0,,sweet,甘い菓子,甘い菓子,sweet,03.26NH1_KeyWords_U1_英日_問題.pdf,スウィト,,sweet,sweet,,甘い菓子,単語,0,原本保持
151,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,11,Japanese,日本の,☆,1,,Japanese,日本の,日本の,Japanese,03.26NH1_KeyWords_U1_英日_問題.pdf,ジャパニーズ,,Japanese,Japanese,,日本の,単語,0,原本保持
152,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,12,number,数字,,0,,number,数字,数字,number,03.26NH1_KeyWords_U1_英日_問題.pdf,ナムバー,,number,number,,数字,単語,0,原本保持
153,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,13,from ~,"~から, ~出身の",☆,1,,from ~,"~から, ~出身の","~から, ~出身の",from ~,03.26NH1_KeyWords_U1_英日_問題.pdf,フロム ～,,from ~,from ~,,"~から, ~出身の",表現,1,原本保持
154,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,14,"~, too",~もまた,,0,,"~, too",~もまた,~もまた,"~, too",03.26NH1_KeyWords_U1_英日_問題.pdf,～、トゥー,,"~, too","~, too",,~もまた,表現,1,原本保持
155,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,15,want to ~,~したい,☆,1,,want to ~,~したい,~したい,want to ~,03.26NH1_KeyWords_U1_英日_問題.pdf,ウォント トゥ ～,,want to ~,want to ~,,~したい,表現,1,原本保持
156,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,16,everyone,みなさん,,0,,everyone,みなさん,みなさん,everyone,03.26NH1_KeyWords_U1_英日_問題.pdf,エブリワン,,everyone,everyone,,みなさん,単語,0,原本保持
157,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,17,the,その,☆,1,,the,その,その,the,03.26NH1_KeyWords_U1_英日_問題.pdf,ザ,,the,the,,その,単語,0,原本保持
158,ニューホライズン,NH,1,U1,Unit1,"Hello, Everyone!",Unit1 Part1,P11～P13,11,13,3,1,18,South Africa,南アフリカ共和国,,0,,South Africa,南アフリカ共和国,南アフリカ共和国,South Africa,03.26NH1_KeyWords_U1_英日_問題.pdf,サウス アフリカ,,South Africa,South Africa,,南アフリカ共和国,複数語,1,原本保持
